query_id,query,hotel_id,hotel_name,location,relevance,note,query_location,query_categories,query_descriptors,bm25_rank,bm25_score,vector_rank,vector_score,hybrid_rank,hybrid_score,bm25_loc_match,vector_loc_match,hybrid_loc_match,bm25_desc_match,vector_desc_match,hybrid_desc_match,bm25_cat_match,vector_cat_match,hybrid_cat_match
Q9,resort xa hoa ở hội an,1000000549545,Grand Signature By M Village Hoi An Resort,Hội An,1,strong_match,hội_an,luxury,resort,3,4.858896,4,5.234013,4,7.999419,True,True,True,True,True,True,True,True,True
Q9,resort xa hoa ở hội an,1000000227349,Hadana Boutique Resort HoiAn,Hội An,1,strong_match,hội_an,luxury,resort,2,5.919869,5,4.876474,5,7.619275,True,True,True,True,True,True,True,True,True
Q9,resort xa hoa ở hội an,9000001207182,Wyndham Hoi An Royal Beachfront Resort & Villas,Hội An,1,strong_match,hội_an,luxury,resort,6,3.270154,7,4.528458,6,6.900436,True,True,True,True,True,True,True,True,True
Q9,resort xa hoa ở hội an,3000020004064,Vinpearl Resort & Golf Nam Hoi An,Hội An,1,strong_match,hội_an,luxury,resort,7,3.232208,6,4.676690,7,6.861880,True,True,True,True,True,True,True,True,True
Q9,resort xa hoa ở hội an,9000000133984,The Nam An Villa Hoi An,Hội An,1,strong_match,hội_an,luxury,resort,8,2.989688,8,4.503017,8,6.480974,True,True,True,True,True,True,True,True,True
Q9,resort xa hoa ở hội an,9000001042154,Bliss Hoi An Beach Resort & Wellness,Hội An,1,strong_match,hội_an,luxury,resort,9,2.780447,10,2.349860,9,4.539771,True,True,True,True,True,True,True,True,True
Q9,resort xa hoa ở hội an,3000020018720,The Pearl Hoi An,Hội An,1,strong_match,hội_an,luxury,resort,,,9,2.383411,10,2.928299,False,True,True,False,True,True,False,True,True
Q9,resort xa hoa ở hội an,9000000914618,New World Hoiana Hotel,Hội An,1,strong_match,hội_an,luxury,resort,10,1.101288,,,,,True,False,False,True,False,False,True,False,False
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,3000020010460,Amona Hotel,Thành Phố Huế,1,strong_match,huế,budget,,1,5.336034,2,5.776792,1,9.788402,True,True,True,True,True,True,True,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,1000000615976,Flora Hotel Hue,Thành Phố Huế,1,strong_match,huế,budget,,2,4.459177,6,5.594940,2,8.942960,True,True,True,True,True,True,True,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,9000005662131,Elegant Hotel Hue,Thành Phố Huế,1,strong_match,huế,budget,,3,3.513290,1,6.108652,3,8.858820,True,True,True,True,True,True,True,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,3000020006424,SH Hotel,Thành Phố Huế,1,strong_match,huế,budget,,4,2.908116,3,5.748576,4,8.302306,True,True,True,True,True,True,True,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,1000000617902,Purple Hue - Charming Riverside Hotel,Thành Phố Huế,1,strong_match,huế,budget,,8,1.825382,4,5.723689,5,7.495860,True,True,True,True,True,True,True,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,1000000328519,Shine Hue Hotel 2,Thành phố Huế,1,strong_match,huế,budget,,5,2.805099,10,4.987213,6,7.405861,True,True,True,True,True,True,True,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,3000020015989,The Sunriver Boutique Hotel Hue,Thành Phố Huế,1,strong_match,huế,budget,,,,5,5.646090,7,7.102554,False,True,True,False,True,True,False,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,9000001072393,Sunflower Boutique Hotel,Thành Phố Huế,1,strong_match,huế,budget,,7,1.997773,8,5.225822,8,7.082285,True,True,True,True,True,True,True,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,1000000246696,Hotel Saigon Morin,Thành Phố Huế,1,strong_match,huế,budget,,10,1.689624,9,5.180380,9,6.811340,True,True,True,True,True,True,True,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,1000000429469,Moonlight Hotel Hue,Thành Phố Huế,1,strong_match,huế,budget,,,,7,5.356327,10,6.323353,False,True,True,False,True,True,False,True,True
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,9000005542317,Kly Luxury Hotel,Thành Phố Huế,1,strong_match,huế,budget,,9,1.808168,,,,,True,False,False,True,False,False,True,False,False
Q10,khách sạn 3 sao sạch sẽ giá rẻ ở huế,1000000244101,Pilgrimage Village Boutique Resort & Spa,Thành Phố Huế,1,strong_match,huế,budget,,6,2.019895,,,,,True,False,False,True,False,False,True,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,9000000416386,RHM Luxury Hotel And Suite,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,2,4.280238,1,4.934677,1,7.573153,True,True,True,True,True,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,9000000809267,Gold Plaza Hotel Da Nang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,1,4.337826,,,2,7.425582,True,False,True,True,False,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,3000010040227,Muong Thanh Luxury Da Nang Hotel,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,7,3.847526,2,4.604104,4,7.200124,True,True,True,True,True,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,1000000441652,Muong Thanh Grand Da Nang Hotel,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,5,4.055803,,,5,6.970046,True,False,True,True,False,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,9000000985575,Record Hotel,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,4,4.069347,,,6,6.798588,True,False,True,True,False,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,1000000413455,Quoc Cuong Center Da Nang Hotel by Haviland,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,9,3.267116,,,7,6.565198,True,False,True,True,False,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,3000020000695,Pariat River Front Hotel Đà Nẵng,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,10,3.034616,,,8,6.212798,True,False,True,True,False,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,9000000985172,Leaf Beachfront Hotel Da Nang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,,,,,9,5.781885,False,False,True,False,False,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,1000000501562,M Village Hotel Da Nang Centre - Free Laundry and Kitchen,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,,,,,10,5.776274,False,False,True,False,False,True,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,9000005638391,Phuc Long Luxury Danang Hotel,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,,,5,3.724893,,,False,True,False,False,True,False,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,1000000537311,Mercure Danang French Village Bana Hills,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,,,7,3.287810,,,False,True,False,False,True,False,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,9000000099388,Chicland Hotel Danang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,3,4.218699,,,,,True,False,False,True,False,False,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,9000002809365,KOI Resort & Residence Da Nang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,,,8,3.265165,,,False,True,False,False,True,False,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,1000000486582,Naman Retreat Resort,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,,,6,3.611927,,,False,True,False,False,True,False,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,3000020012109,Melia Vinpearl Danang Riverfront,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,8,3.526237,,,,,True,False,False,True,False,False,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,3000020004722,Wyndham Danang Golden Bay,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,hồ,,,4,3.884489,,,False,True,False,False,True,False,False,False,False
Q11,khách sạn có hồ bơi ngoài trời ở đà nẵng,9000000303891,Glamour Hotel Da Nang,Thành Phố Đà Nẵng,0,too_many_negative_signals,đà_nẵng,,hồ,6,3.859523,3,4.539945,3,7.316218,True,True,True,True,True,True,False,False,False
Q12,resort có bãi biển riêng tại nha trang,1000000192322,Vinpearl Resort Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",1,5.640926,1,5.569709,1,9.902770,True,True,True,True,True,True,True,True,True
Q12,resort có bãi biển riêng tại nha trang,1000000488027,Vinpearl Resort & Spa Nha Trang Bay,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",3,4.892844,2,5.295706,2,8.837466,True,True,True,True,True,True,True,True,True
Q12,resort có bãi biển riêng tại nha trang,3000010036554,Duyen Ha Resort Cam Ranh,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",2,5.002106,3,5.065072,3,8.761013,True,True,True,True,True,True,True,True,True
Q12,resort có bãi biển riêng tại nha trang,9000001195418,Annova Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",7,2.527412,9,3.833745,4,5.870068,True,True,True,True,True,True,True,True,True
Q12,resort có bãi biển riêng tại nha trang,3000020011428,Comodo Nha Trang Hotel,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",5,2.686546,4,4.101089,5,5.864801,True,True,True,True,True,True,True,True,True
Q12,resort có bãi biển riêng tại nha trang,3000020017982,Muong Thanh Luxury Khanh Hoa,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",4,3.143986,6,3.985911,6,5.779471,True,True,True,True,True,True,True,True,True
Q12,resort có bãi biển riêng tại nha trang,3000020002678,Melissa Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",6,2.607926,8,3.834442,7,5.765654,True,True,True,True,True,True,True,True,True
Q12,resort có bãi biển riêng tại nha trang,3000020021002,Muong Thanh Luxury Vien Trieu Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",8,2.397144,7,3.931155,8,5.731627,True,True,True,True,True,True,True,True,True
Q12,resort có bãi biển riêng tại nha trang,9000000928831,La Vague Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",,,5,4.034922,9,5.693851,False,True,True,False,True,True,False,True,True
Q12,resort có bãi biển riêng tại nha trang,3000020019413,Vesna Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",,,,,10,5.452627,False,False,True,False,False,True,False,False,True
Q12,resort có bãi biển riêng tại nha trang,9000001043095,Ana Mandara Cam Ranh,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",10,2.304933,,,,,True,False,False,True,False,False,True,False,False
Q12,resort có bãi biển riêng tại nha trang,1000000482039,Muong Thanh Luxury Nha Trang Hotel,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",,,10,3.751264,,,False,True,False,False,True,False,False,True,False
Q12,resort có bãi biển riêng tại nha trang,3000020018320,Libra Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,"beach,luxury","resort,bãi,biển",9,2.367986,,,,,True,False,False,True,False,False,True,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,3000020020070,New Life Hotel Dalat,Lâm Đồng,1,strong_match,lâm_đồng,,homestay,1,2.451933,1,3.443605,1,5.203308,True,True,True,True,True,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,9000000966417,The Manor Villas Da Lat,Lâm Đồng,1,strong_match,lâm_đồng,,homestay,5,1.702281,4,3.296124,2,4.542138,True,True,True,True,True,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,3000020014998,Colline Dalat,Lâm Đồng,1,strong_match,lâm_đồng,,homestay,8,1.487576,2,3.357378,3,4.269716,True,True,True,True,True,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,3000020015279,Dalat Wonder Resort,Lâm Đồng,1,strong_match,lâm_đồng,,homestay,9,1.431435,9,2.725976,8,3.618522,True,True,True,True,True,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,3000020015788,Minh Chien Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,homestay,4,1.737374,7,2.980127,9,3.566836,True,True,True,True,True,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,9000001207029,Khách sạn Goldient Boutique,Lâm Đồng,1,strong_match,lâm_đồng,,homestay,10,1.392190,,,10,3.428143,True,False,True,True,False,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,9000001041950,Tala Dalat Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,homestay,,,8,2.793685,,,False,True,False,False,True,False,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,9000001207493,La Paix Dalat,Lâm Đồng,0,too_many_negative_signals,lâm_đồng,,homestay,7,1.489052,5,3.247306,4,4.164707,True,True,True,True,True,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,9000001135521,GreenEco Da Lat Hotel,Lâm Đồng,0,too_many_negative_signals,lâm_đồng,,homestay,2,1.999263,6,3.032910,5,4.128868,True,True,True,True,True,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,1000000490882,Terracotta Hotel & Resort Dalat,Lâm Đồng,0,too_many_negative_signals,lâm_đồng,,homestay,6,1.672470,3,3.300578,6,3.986385,True,True,True,True,True,True,False,False,False
Q13,homestay có bếp nấu ăn ở đà lạt,9000001135927,TTR Central Apart Hotel,Lâm Đồng,0,too_many_negative_signals,lâm_đồng,,homestay,3,1.818620,10,2.677644,7,3.771020,True,True,True,True,True,True,False,False,False
Q14,khách sạn có bồn tắm massage ở hà nội,1000000448912,Hanoi Brilliant Hotel and Spa,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,1,3.310545,1,6.188781,1,8.154297,True,True,True,True,True,True,True,True,True
Q14,khách sạn có bồn tắm massage ở hà nội,3000010024108,Eternity Hotel Hanoi,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,2,1.873159,2,2.272876,2,3.803381,True,True,True,True,True,True,True,True,True
Q14,khách sạn có bồn tắm massage ở hà nội,3000020015251,Granda Suites Hanoi,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,6,0.716809,3,1.697169,3,2.349045,True,True,True,True,True,True,True,True,True
Q14,khách sạn có bồn tắm massage ở hà nội,1000000447899,Muong Thanh Grand Hanoi Hotel,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,3,1.625205,4,1.054394,4,2.308893,True,True,True,True,True,True,True,True,True
Q14,khách sạn có bồn tắm massage ở hà nội,9000001000715,FTE Ba Dinh Hotel,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,5,0.842200,7,0.848040,5,1.522268,True,True,True,True,True,True,True,True,True
Q14,khách sạn có bồn tắm massage ở hà nội,3000010020731,M Village Hotel Ho Guom,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,,,5,0.921423,6,0.995137,False,True,True,False,True,True,False,True,True
Q14,khách sạn có bồn tắm massage ở hà nội,1000000171688,Melia Hanoi Hotel,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,,,6,0.920091,7,0.993698,False,True,True,False,True,True,False,True,True
Q14,khách sạn có bồn tắm massage ở hà nội,3000010037760,Signature By M Village Tho Nhuom,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,,,8,0.743879,8,0.803390,False,True,True,False,True,True,False,True,True
Q14,khách sạn có bồn tắm massage ở hà nội,3000020019407,Western Hanoi Boutique Hotel,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,4,0.927282,,,9,0.667643,True,False,True,True,False,True,True,False,True
Q14,khách sạn có bồn tắm massage ở hà nội,3000020006874,Melia Bavi Mountain Retreat,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,7,0.661194,,,10,0.476059,True,False,True,True,False,True,True,False,True
Q14,khách sạn có bồn tắm massage ở hà nội,3000010029875,M Village Hotel Kim Mã,Hà Nội,1,strong_match,hà_nội,spa_gym,massage,8,0.163143,,,,,True,False,False,True,False,False,True,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000000730242,Fusion Suites Vung Tau,Vũng Tàu,1,strong_match,vũng_tàu,,,1,2.608274,7,3.995024,1,5.472454,True,True,True,True,True,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000000961953,Premier Pearl Hotel Vung Tau,Vũng Tàu,1,strong_match,vũng_tàu,,,5,2.162619,,,2,5.263228,True,False,True,True,False,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000001203728,IXORA Ho Tram by Fusion,Vũng Tàu,1,strong_match,vũng_tàu,,,10,1.251753,1,4.436240,3,5.175021,True,True,True,True,True,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000003303985,Victory Vung Tau Hotel (New Wing),Vũng Tàu,1,strong_match,vũng_tàu,,,8,1.522231,6,4.209907,4,5.041511,True,True,True,True,True,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,1000000592992,The Malibu Hotel,Vũng Tàu,1,strong_match,vũng_tàu,,,4,2.185119,5,4.274140,5,4.987832,True,True,True,True,True,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000003344943,The Song Apartment 5 Star - Windy's Home,Vũng Tàu,1,strong_match,vũng_tàu,,,9,1.288996,,,7,4.735146,True,False,True,True,False,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000002809258,Emerald Ho Tram Resort,Vũng Tàu,1,strong_match,vũng_tàu,,,,,10,3.935186,8,4.706130,False,True,True,False,True,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000001202368,Palace Long Hai Resort,Vũng Tàu,1,strong_match,vũng_tàu,,,,,8,3.979156,9,4.704049,False,True,True,False,True,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,1000000324420,The Imperial Vung Tau Hotel & Resort,Vũng Tàu,1,strong_match,vũng_tàu,,,,,2,4.338184,10,4.685239,False,True,True,False,True,True,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000000095074,Golden Era Vung Tau Hotel,Vũng Tàu,1,strong_match,vũng_tàu,,,,,9,3.967689,,,False,True,False,False,True,False,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,1000000429973,Muong Thanh Vung Tau Hotel,Vũng Tàu,1,strong_match,vũng_tàu,,,7,1.525169,,,,,True,False,False,True,False,False,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000000966992,"Holiday Inn Resort HO TRAM BEACH by IHG, an IHG Hotel",Vũng Tàu,1,strong_match,vũng_tàu,,,3,2.435867,,,,,True,False,False,True,False,False,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,1000000567644,Pullman Vung Tau,Vũng Tàu,1,strong_match,vũng_tàu,,,6,2.113085,,,,,True,False,False,True,False,False,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,9000001042070,Kim Minh Boutique,Vũng Tàu,1,strong_match,vũng_tàu,,,2,2.544165,,,,,True,False,False,True,False,False,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,1000000421574,Seaside Resort Vung Tau,Vũng Tàu,1,strong_match,vũng_tàu,,,,,3,4.332804,,,False,True,False,False,True,False,False,False,False
Q15,chỗ nghỉ có chỗ đậu xe ô tô miễn phí ở vũng tàu,3000020020369,Nolis Hotel Vung Tau,Vũng Tàu,0,too_many_negative_signals,vũng_tàu,,,,,4,4.293110,6,4.839101,False,True,True,False,True,True,False,False,False
Q16,khách sạn có phòng gym và spa ở phú quốc,3000020012744,Wyndham Grand Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",6,0.220566,2,1.203005,1,1.458052,True,True,True,True,True,True,True,True,True
Q16,khách sạn có phòng gym và spa ở phú quốc,3000020021019,VARIA Hotel,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",9,0.016790,1,1.212726,2,1.321833,True,True,True,True,True,True,True,True,True
Q16,khách sạn có phòng gym và spa ở phú quốc,9000001152652,Wyndham Garden Grandworld Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",3,0.512945,,,3,0.369321,True,False,True,True,False,True,True,False,True
Q16,khách sạn có phòng gym và spa ở phú quốc,9000001086188,La Festa Phu Quoc  Curio Collection by Hilton,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",4,0.411253,,,4,0.296102,True,False,True,True,False,True,True,False,True
Q16,khách sạn có phòng gym và spa ở phú quốc,3000020018435,Best Western Premier Sonasea Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",5,0.266367,,,5,0.191784,True,False,True,True,False,True,True,False,True
Q16,khách sạn có phòng gym và spa ở phú quốc,1000000626112,SOL by Melia Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",7,0.134455,,,6,0.096808,True,False,True,True,False,True,True,False,True
Q16,khách sạn có phòng gym và spa ở phú quốc,9000000985383,The Tahiti Beach Hotel Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",8,0.125298,,,7,0.090215,True,False,True,True,False,True,True,False,True
Q16,khách sạn có phòng gym và spa ở phú quốc,9000000890249,Vinholidays Fiesta Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",10,0.006243,,,8,0.004495,True,False,True,True,False,True,True,False,True
Q16,khách sạn có phòng gym và spa ở phú quốc,9000000434682,Sunset Beach Resort & Spa - Beachfront Pirate Fire Show,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",1,4.330612,,,,,True,False,False,True,False,False,True,False,False
Q16,khách sạn có phòng gym và spa ở phú quốc,1000000461819,Vinpearl Resort & Spa Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,spa_gym,"gym,spa",2,3.582951,,,,,True,False,False,True,False,False,True,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,9000001207029,Khách sạn Goldient Boutique,Lâm Đồng,1,strong_match,lâm_đồng,,,1,5.043040,1,5.476581,1,9.181819,True,True,True,True,True,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,9000001136452,Khách sạn Bazan Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,2,4.435971,,,2,7.719229,True,False,True,True,False,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,9000001135521,GreenEco Da Lat Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,3,2.932805,,,3,6.509211,True,False,True,True,False,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020015784,Larita Da Lat Boutique Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,4,2.294140,,,4,6.180645,True,False,True,True,False,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,9000000817630,Pontus Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,,,2,5.464109,5,6.169462,False,True,True,False,True,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020015788,Minh Chien Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,,,3,5.408722,6,6.141764,False,True,True,False,True,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000010042556,The Grace Hotel Dalat,Lâm Đồng,1,strong_match,lâm_đồng,,,5,1.873399,8,5.063847,7,6.020811,True,True,True,True,True,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020015990,Nesta Valley Dalat Hotel - Formerly Golf Valley Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,6,1.800635,7,5.064560,8,5.984040,True,True,True,True,True,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,1000000514438,The Western Hill Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,,,4,5.169924,10,5.703612,False,True,True,False,True,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020014998,Colline Dalat,Lâm Đồng,1,strong_match,lâm_đồng,,,7,1.565608,,,,,True,False,False,True,False,False,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,9000002458077,MerPerle Dalat Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,,,5,5.169155,,,False,True,False,False,True,False,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,9000000975119,TTR Skypool View Hotel,Lâm Đồng,1,strong_match,lâm_đồng,,,,,10,4.959781,,,False,True,False,False,True,False,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020010764,The Luxe Hotel Dalat,Lâm Đồng,0,too_many_negative_signals,lâm_đồng,,,9,1.476525,9,5.052696,9,5.881039,True,True,True,True,True,True,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,1000000490882,Terracotta Hotel & Resort Dalat,Lâm Đồng,0,too_many_negative_signals,lâm_đồng,,,8,1.483111,6,5.134332,,,True,True,False,True,True,False,False,False,False
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020015279,Dalat Wonder Resort,Lâm Đồng,0,too_many_negative_signals,lâm_đồng,,,10,1.473439,,,,,True,False,False,True,False,False,False,False,False
Q18,nhà nghỉ có wifi mạnh ở sài gòn,3000010029910,Vy Vy Airport Hotel,TP Hồ Chí Minh,1,strong_match,hồ_chí_minh,,wifi,4,2.354047,3,3.691332,1,5.330520,True,True,True,True,True,True,False,False,False
Q18,nhà nghỉ có wifi mạnh ở sài gòn,9000000337401,Havana Airport Hotel,TP Hồ Chí Minh,1,strong_match,hồ_chí_minh,,wifi,7,2.050151,1,4.404765,2,5.277766,True,True,True,True,True,True,False,False,False
Q18,nhà nghỉ có wifi mạnh ở sài gòn,1000000590377,The One Premium Hotel,TP Hồ Chí Minh,1,strong_match,hồ_chí_minh,,wifi,5,2.272597,,,3,5.080356,True,False,True,True,False,True,False,False,False
Q18,nhà nghỉ có wifi mạnh ở sài gòn,1000000430287,KiN Hotel Central Park,TP Hồ Chí Minh,1,strong_match,hồ_chí_minh,,wifi,1,2.438832,8,3.286063,4,4.941086,True,True,True,True,True,True,False,False,False
Q18,nhà nghỉ có wifi mạnh ở sài gòn,9000000882654,Cozrum Homes The Gallery Residence,TP Hồ Chí Minh,1,strong_match,hồ_chí_minh,,wifi,3,2.379852,7,3.323539,5,4.922976,True,True,True,True,True,True,False,False,False
