query_id,query,hotel_id,hotel_name,location,retrieved_by,rank_hybrid,score_hybrid,category_matched,descriptor_matched,location_matched,relevance,note
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,9000000817630,Pontus Hotel,Lâm Đồng,hybrid,5,6.169462,False,True,True,1,location_and_intent_match
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020015788,Minh Chien Hotel,Lâm Đồng,hybrid,6,6.141764,False,True,True,1,location_and_intent_match
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000010042556,The Grace Hotel Dalat,Lâm Đồng,hybrid,7,6.020811,False,True,True,1,location_and_intent_match
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020015990,Nesta Valley Dalat Hotel - Formerly Golf Valley Hotel,Lâm Đồng,hybrid,8,5.984040,False,True,True,1,location_and_intent_match
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,3000020010764,The Luxe Hotel Dalat,Lâm Đồng,hybrid,9,5.881039,False,True,True,1,location_and_intent_match
Q17,khách sạn cho phép mang theo thú cưng ở đà lạt,1000000514438,The Western Hill Hotel,Lâm Đồng,hybrid,10,5.703612,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,3000010029910,Vy Vy Airport Hotel,TP Hồ Chí Minh,hybrid,1,5.330520,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,9000000337401,Havana Airport Hotel,TP Hồ Chí Minh,hybrid,2,5.277766,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,1000000590377,The One Premium Hotel,TP Hồ Chí Minh,hybrid,3,5.080356,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,1000000430287,KiN Hotel Central Park,TP Hồ Chí Minh,hybrid,4,4.941086,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,9000000882654,Cozrum Homes The Gallery Residence,TP Hồ Chí Minh,hybrid,5,4.922976,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,9000000722154,La Vela Saigon Hotel,TP Hồ Chí Minh,hybrid,6,4.898421,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,1000000514109,Central Hotel and Residences,TP Hồ Chí Minh,hybrid,7,4.807561,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,9000000876237,Muong Thanh Luxury Saigon Hotel,TP Hồ Chí Minh,hybrid,8,4.551349,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,9000000303400,Prague Saigon Airport Hotel,TP Hồ Chí Minh,hybrid,9,4.357125,False,True,True,1,location_and_intent_match
Q18,nhà nghỉ có wifi mạnh ở sài gòn,1000000446333,Anh Duy Hotel (Near Ben Thanh Market),TP Hồ Chí Minh,hybrid,10,4.150628,False,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,1000000389711,"InterContinental Hotels DANANG SUN PENINSULA RESORT by IHG, an IHG Hotel",Thành Phố Đà Nẵng,hybrid,1,8.715480,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,1000000179546,Sandy Beach Non Nuoc Resort,TP Đà Nẵng,hybrid,2,8.709994,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,9000002809365,KOI Resort & Residence Da Nang,Thành Phố Đà Nẵng,hybrid,3,8.645653,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,1000000486582,Naman Retreat Resort,Thành Phố Đà Nẵng,hybrid,4,8.618384,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,1000000469862,Melia Danang Beach Resort,Thành Phố Đà Nẵng,hybrid,5,7.741633,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,1000000397928,Da Nang Mikazuki Japanese Resorts & Spa,Thành Phố Đà Nẵng,hybrid,6,7.698907,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,9000000416386,RHM Luxury Hotel And Suite,Thành Phố Đà Nẵng,hybrid,7,6.304332,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,3000010040227,Muong Thanh Luxury Da Nang Hotel,Thành Phố Đà Nẵng,hybrid,8,4.990887,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,1000000537311,Mercure Danang French Village Bana Hills,Thành Phố Đà Nẵng,hybrid,9,4.388945,True,True,True,1,location_and_intent_match
Q19,resort có sân golf ở đà nẵng,1000000501562,M Village Hotel Da Nang Centre - Free Laundry and Kitchen,Thành Phố Đà Nẵng,hybrid,10,4.267556,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,9000000987511,The Exquisite HaLong Hotel,Quảng Ninh,hybrid,1,8.860027,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,1000000620395,Wyndham Legend Halong Hotel,Quảng Ninh,hybrid,2,7.697905,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,1000000456656,Muong Thanh Luxury Quang Ninh Hotel,Quảng Ninh,hybrid,3,7.614833,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,9000000831710,DeLaSea Ha Long Hotel,Quảng Ninh,hybrid,4,7.376883,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,9000000170775,Halios Hotel Halong,Quảng Ninh,hybrid,5,7.144518,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,3000020019359,FLC Halong Bay Golf Club & Luxury Resort,Quảng Ninh,hybrid,6,6.458164,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,9000001099744,Halong Lavender Hotel,Quảng Ninh,hybrid,7,6.404906,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,9000003297062,Thai Ha Boutique Hotel,Quảng Ninh,hybrid,8,6.153752,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,3000020015470,Halong Boutique Hotel,Quảng Ninh,hybrid,9,6.028963,True,True,True,1,location_and_intent_match
Q20,khách sạn có ăn sáng buffet ở hạ long,1000000500018,Muong Thanh Grand Ha Long,Quảng Ninh,hybrid,10,5.268317,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,3000010033024,Tom Hill Boutique Resort and Spa - Sea View,Phú Quốc,hybrid,1,10.264249,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,9000000473518,Stellar Hotel Phu Quoc,Phú Quốc,hybrid,2,9.954835,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,3000020018435,Best Western Premier Sonasea Phu Quoc,Phú Quốc,hybrid,3,7.274272,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,3000010030791,Muong Thanh Luxury Phu Quoc Hotel,Phú Quốc,hybrid,4,7.271799,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,1000000626112,SOL by Melia Phu Quoc,Phú Quốc,hybrid,5,7.184500,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,9000000434682,Sunset Beach Resort & Spa - Beachfront Pirate Fire Show,Phú Quốc,hybrid,6,6.859722,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,3000020008174,The Palmy Phu Quoc Resort & Spa,Phú Quốc,hybrid,7,6.644475,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,9000001152652,Wyndham Garden Grandworld Phu Quoc,Phú Quốc,hybrid,8,5.169495,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,3000020021019,VARIA Hotel,Phú Quốc,hybrid,9,2.845047,True,True,True,1,location_and_intent_match
Q21,khách sạn view biển trực diện phú quốc,9000000721861,Naomi Resort,Phú Quốc,hybrid,10,2.360631,True,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,9000001207029,Khách sạn Goldient Boutique,Lâm Đồng,hybrid,1,9.103846,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,9000001136452,Khách sạn Bazan Hotel,Lâm Đồng,hybrid,2,7.821030,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,9000000817630,Pontus Hotel,Lâm Đồng,hybrid,3,7.721607,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,3000010042556,The Grace Hotel Dalat,Lâm Đồng,hybrid,4,7.367251,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,3000020015788,Minh Chien Hotel,Lâm Đồng,hybrid,5,6.699305,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,3000020003055,Empress Da Lat Hotel,Lâm Đồng,hybrid,6,6.698463,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,1000000514438,The Western Hill Hotel,Lâm Đồng,hybrid,7,6.516768,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,3000020010764,The Luxe Hotel Dalat,Lâm Đồng,hybrid,8,5.855799,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,9000000975119,TTR Skypool View Hotel,Lâm Đồng,hybrid,9,5.787128,False,True,True,1,location_and_intent_match
Q23,khách sạn gần chợ đêm đà lạt,3000020015990,Nesta Valley Dalat Hotel - Formerly Golf Valley Hotel,Lâm Đồng,hybrid,10,5.749449,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,3000010027042,Khách sạn Meraki Boutique,TP Hồ Chí Minh,hybrid,1,8.151019,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,9000005772217,Khách sạn The Passion Lux Airport,TP Hồ Chí Minh,hybrid,2,6.452682,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,1000000446333,Anh Duy Hotel (Near Ben Thanh Market),TP Hồ Chí Minh,hybrid,3,6.185911,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,1000000590377,The One Premium Hotel,TP Hồ Chí Minh,hybrid,4,6.058742,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,3000010027151,Bonita Signature Hotel,TP Hồ Chí Minh,hybrid,5,5.631729,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,1000000272293,Eastin Grand Hotel Saigon,TP Hồ Chí Minh,hybrid,6,5.562045,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,9000000337401,Havana Airport Hotel,TP Hồ Chí Minh,hybrid,7,5.529018,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,1000000430287,KiN Hotel Central Park,TP Hồ Chí Minh,hybrid,8,5.521198,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,9000000722154,La Vela Saigon Hotel,TP Hồ Chí Minh,hybrid,9,5.497502,False,True,True,1,location_and_intent_match
Q24,khách sạn ngay trung tâm quận 1 hồ chí minh,1000000370947,Asian Ruby Hotel & Spa - Bui Thi Xuan,TP Hồ Chí Minh,hybrid,10,5.429620,False,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,9000000928394,Hoi An Memories Resort & Spa,Hội An,hybrid,1,8.845509,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,3000020009874,Sol An Bang Beach Resort & Spa,Hội An,hybrid,2,7.912641,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,9000005501765,Nature Resort Hoi An,Hội An,hybrid,3,7.845510,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,1000000549545,Grand Signature By M Village Hoi An Resort,Hội An,hybrid,4,7.354442,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,1000000227349,Hadana Boutique Resort HoiAn,Hội An,hybrid,5,7.136102,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,3000020004064,Vinpearl Resort & Golf Nam Hoi An,Hội An,hybrid,6,6.372768,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,9000001207182,Wyndham Hoi An Royal Beachfront Resort & Villas,Hội An,hybrid,7,6.063817,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,9000000133984,The Nam An Villa Hoi An,Hội An,hybrid,8,5.792893,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,9000001042154,Bliss Hoi An Beach Resort & Wellness,Hội An,hybrid,9,4.150289,True,True,True,1,location_and_intent_match
Q25,resort nằm ven sông ở hội an,3000020018720,The Pearl Hoi An,Hội An,hybrid,10,2.950190,True,True,True,1,location_and_intent_match
Q26,khách sạn gần sân bay tân sơn nhất,9000001207029,Khách sạn Goldient Boutique,Lâm Đồng,hybrid,1,4.275446,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,9000005772217,Khách sạn The Passion Lux Airport,TP Hồ Chí Minh,hybrid,2,4.160836,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,3000010027042,Khách sạn Meraki Boutique,TP Hồ Chí Minh,hybrid,3,4.126310,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,9000000337401,Havana Airport Hotel,TP Hồ Chí Minh,hybrid,4,3.323569,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,1000000240823,Huong Giang Hotel Resort and Spa,Thành Phố Huế,hybrid,5,3.174685,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,1000000429469,Moonlight Hotel Hue,Thành Phố Huế,hybrid,6,3.124484,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,9000000416386,RHM Luxury Hotel And Suite,Thành Phố Đà Nẵng,hybrid,7,3.116010,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,3000020003605,Majestic Premium Hotel,Khánh Hòa,hybrid,8,3.090855,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,3000020015788,Minh Chien Hotel,Lâm Đồng,hybrid,9,3.069950,False,True,False,1,intent_match_without_location
Q26,khách sạn gần sân bay tân sơn nhất,1000000324420,The Imperial Vung Tau Hotel & Resort,Vũng Tàu,hybrid,10,3.062144,False,True,False,1,intent_match_without_location
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,3000020015279,Dalat Wonder Resort,Lâm Đồng,hybrid,1,6.209798,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,9000001135521,GreenEco Da Lat Hotel,Lâm Đồng,hybrid,2,5.430380,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,9000001207493,La Paix Dalat,Lâm Đồng,hybrid,3,5.359161,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,1000000490882,Terracotta Hotel & Resort Dalat,Lâm Đồng,hybrid,4,5.244056,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,9000000817630,Pontus Hotel,Lâm Đồng,hybrid,5,4.995993,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,3000020015784,Larita Da Lat Boutique Hotel,Lâm Đồng,hybrid,6,4.961790,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,3000020010764,The Luxe Hotel Dalat,Lâm Đồng,hybrid,7,4.892945,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,9000002458077,MerPerle Dalat Hotel,Lâm Đồng,hybrid,8,4.681521,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,9000001041950,Tala Dalat Hotel,Lâm Đồng,hybrid,9,4.549377,False,True,True,1,location_and_intent_match
Q27,chỗ nghỉ yên tĩnh xa trung tâm đà lạt,9000000966417,The Manor Villas Da Lat,Lâm Đồng,hybrid,10,4.535605,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,9000001202368,Palace Long Hai Resort,Vũng Tàu,hybrid,1,5.506600,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,9000003303985,Victory Vung Tau Hotel (New Wing),Vũng Tàu,hybrid,2,5.296175,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,9000000134590,Hong Hai 2 Hotel,Vũng Tàu,hybrid,3,5.134162,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,3000020004772,Lan Rung Beach Resort,Vũng Tàu,hybrid,4,5.126591,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,9000000730242,Fusion Suites Vung Tau,Vũng Tàu,hybrid,5,4.987906,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,3000020020369,Nolis Hotel Vung Tau,Vũng Tàu,hybrid,6,4.816658,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,9000000961953,Premier Pearl Hotel Vung Tau,Vũng Tàu,hybrid,7,4.816049,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,1000000324420,The Imperial Vung Tau Hotel & Resort,Vũng Tàu,hybrid,8,4.753336,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,9000002809258,Emerald Ho Tram Resort,Vũng Tàu,hybrid,9,4.627361,False,True,True,1,location_and_intent_match
Q28,nhà nghỉ gần bãi sau vũng tàu,9000000882550,The Cap Hotel,Vũng Tàu,hybrid,10,4.523008,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,9000002452279,Libré Homestay,Hà Nội,hybrid,1,9.047794,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,3000010024108,Eternity Hotel Hanoi,Hà Nội,hybrid,2,4.395209,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,9000002446773,Crescendo Urban Stay,Hà Nội,hybrid,3,4.367298,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,3000020006874,Melia Bavi Mountain Retreat,Hà Nội,hybrid,4,4.241702,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,9000000326462,Old Quarter Hotel 1961,Hà Nội,hybrid,5,4.221402,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,9000002216268,Eli Rina Hotel,Hà Nội,hybrid,6,4.211747,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,1000000709562,Lotus Village Hotel Hanoi,Hà Nội,hybrid,7,4.085599,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,3000020015251,Granda Suites Hanoi,Hà Nội,hybrid,8,3.944785,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,1000000448912,Hanoi Brilliant Hotel and Spa,Hà Nội,hybrid,9,3.911869,False,True,True,1,location_and_intent_match
Q30,homestay trong hẻm yên tĩnh ở hà nội,9000006924942,MAY Hotel & Apartment,Hà Nội,hybrid,10,3.865536,False,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,3000010033024,Tom Hill Boutique Resort and Spa - Sea View,Phú Quốc,hybrid,1,8.879585,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,3000020008174,The Palmy Phu Quoc Resort & Spa,Phú Quốc,hybrid,2,8.779546,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,9000000968197,New World Phu Quoc Resort,Phú Quốc,hybrid,3,8.197717,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,3000020017782,Radisson Blu Resort Phu Quoc,Phú Quốc,hybrid,4,8.112263,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,1000000461819,Vinpearl Resort & Spa Phu Quoc,Phú Quốc,hybrid,5,8.059200,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,1000000452588,Mango Bay Resort,Phú Quốc,hybrid,6,7.986274,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,1000000327239,L'Azure Resort and Spa,Phú Quốc,hybrid,7,7.834134,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,9000000434682,Sunset Beach Resort & Spa - Beachfront Pirate Fire Show,Phú Quốc,hybrid,8,7.701298,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,9000000721861,Naomi Resort,Phú Quốc,hybrid,9,7.049068,True,True,True,1,location_and_intent_match
Q31,resort thích hợp cho gia đình có trẻ em ở phú quốc,9000000802066,Sonaga Beach Resort & Villas Phu Quoc,Phú Quốc,hybrid,10,5.804207,True,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,3000020014998,Colline Dalat,Lâm Đồng,hybrid,1,4.653449,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,9000000966417,The Manor Villas Da Lat,Lâm Đồng,hybrid,2,4.556894,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,3000020015279,Dalat Wonder Resort,Lâm Đồng,hybrid,3,4.457940,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,3000020003055,Empress Da Lat Hotel,Lâm Đồng,hybrid,4,4.406220,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,3000020020070,New Life Hotel Dalat,Lâm Đồng,hybrid,5,4.402938,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,3000010042556,The Grace Hotel Dalat,Lâm Đồng,hybrid,6,4.200695,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,1000000490882,Terracotta Hotel & Resort Dalat,Lâm Đồng,hybrid,7,4.116046,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,9000001207493,La Paix Dalat,Lâm Đồng,hybrid,8,4.024210,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,9000001135521,GreenEco Da Lat Hotel,Lâm Đồng,hybrid,9,3.952507,False,True,True,1,location_and_intent_match
Q32,homestay lãng mạn cho cặp đôi ở đà lạt,9000000817630,Pontus Hotel,Lâm Đồng,hybrid,10,3.884924,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,1000000324420,The Imperial Vung Tau Hotel & Resort,Vũng Tàu,hybrid,1,6.187531,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,9000000095074,Golden Era Vung Tau Hotel,Vũng Tàu,hybrid,2,6.091333,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,1000000592992,The Malibu Hotel,Vũng Tàu,hybrid,3,5.857525,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,3000020020369,Nolis Hotel Vung Tau,Vũng Tàu,hybrid,4,5.478027,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,9000000882550,The Cap Hotel,Vũng Tàu,hybrid,5,5.443730,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,9000003303985,Victory Vung Tau Hotel (New Wing),Vũng Tàu,hybrid,6,5.428436,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,9000000961953,Premier Pearl Hotel Vung Tau,Vũng Tàu,hybrid,7,5.426974,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,1000000426522,"InterContinental Hotels GRAND HO TRAM by IHG, an IHG Hotel",Vũng Tàu,hybrid,8,5.338835,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,9000003281556,Oyster Bay Hotel Vung Tau,Vũng Tàu,hybrid,9,5.272402,False,True,True,1,location_and_intent_match
Q33,khách sạn rộng rãi cho nhóm bạn ở vũng tàu,1000000429973,Muong Thanh Vung Tau Hotel,Vũng Tàu,hybrid,10,5.207735,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,3000020017982,Muong Thanh Luxury Khanh Hoa,Khánh Hòa,hybrid,1,5.255769,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,1000000192322,Vinpearl Resort Nha Trang,Khánh Hòa,hybrid,2,5.080463,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,3000020003605,Majestic Premium Hotel,Khánh Hòa,hybrid,3,5.013422,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,3000020021002,Muong Thanh Luxury Vien Trieu Nha Trang,Khánh Hòa,hybrid,4,4.917499,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,1000000488027,Vinpearl Resort & Spa Nha Trang Bay,Khánh Hòa,hybrid,5,4.911464,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,9000000928831,La Vague Hotel Nha Trang,Khánh Hòa,hybrid,6,4.606266,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,9000001043095,Ana Mandara Cam Ranh,Khánh Hòa,hybrid,7,4.388755,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,3000010036554,Duyen Ha Resort Cam Ranh,Khánh Hòa,hybrid,8,4.304049,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,1000000430754,Sun City Hotel Nha Trang,Khánh Hòa,hybrid,9,4.225301,False,True,True,1,location_and_intent_match
Q34,chỗ nghỉ lý tưởng cho tuần trăng mật ở nha trang,3000020019413,Vesna Hotel Nha Trang,Khánh Hòa,hybrid,10,4.216287,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,9000005662131,Elegant Hotel Hue,Thành Phố Huế,hybrid,1,8.033806,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,1000000170888,Century Riverside Hotel Hue,Thành Phố Huế,hybrid,2,7.737340,False,True,True,1,location_and_intent_match
