query_id	query	hotel_id	hotel_name	location	retrieved_by	rank_bm25	rank_vector	rank_hybrid	score_bm25	score_vector	score_hybrid	top_review_1	top_review_2	top_review_3	relevance	note
Q11	khách sạn có hồ bơi ngoài trời ở đà nẵng	9000000985575	Record Hotel	Thành Phố Đà Nẵng	bm25,hybrid,vector	6	7	7	2.009280	3.678103	3.010574	Khách sạn phòng ốc mới tinh, siêu xinh. Phòng ban công cửa to đùng kịch trần, siêu thoáng. Nhân viên lễ tân các ca đều nhẹ nhàng ngoan ngoãn đáng yêu. Hồ bơi sạch. Bị nhược điểm duy nhất là dùng bút xoá để ghi số phòng. Mọi thứ đều rất sang trọng, mua cái bảng số dán vào không có bao nhiêu tiền hết. Mà dùng cái bút xoá nó bị phèn, chứ trừ cái đó ra còn lại tiện nghi đầy đủ không thua gì mấy khách sạn 2-3 triệu/đêm			1	descriptor_hit_1/1
Q11	khách sạn có hồ bơi ngoài trời ở đà nẵng	1000000486582	Naman Retreat Resort	Thành Phố Đà Nẵng	bm25,hybrid,vector	7	8	8	1.761985	3.297943	2.636208	4 năm quay lại đây mình khá thất vọng, resort đã khá cũ, xung quang khuôn viên villa chưa được chăm chút, hồ nước hồ bơi lá cây khá nhiều, nước hồ bơi bẩn. Sàn nhà cũ nhiều vết bẩn, muỗi nhiều.	Nhân viên thân thiện, cảnh quan sạch. Rất ưng mấy anh trông bể bơi với bờ biển.	- Thang máy có mùi ẩm rất khó chịu. Dù mỗi sáng có người dọn nhưng chỉ được vài tiếng đồng hồ lại có mùi ẩm. - Mình có đặt BBQ buffet cho 2 người ở khu ngoài trời nhưng nhà hàng chỉ ghi nhận 1 và xếp vào khu khá nóng. Mình nói mấy lần thì được chuyển vô phòng máy lạnh. - Khu hải sản nướng khá đông khách, sức phục vụ không đáp ứng đủ. Suốt buổi tối đó mì h chỉ được đúng 1 con cá nướng loại nhỏ và 2 con sò điệp nướng. Còn lại là đồ có sẵn khác. Vé mỗi người là 800k. - Mình không cảm nhận được sự chuyên nghiệp của nhân viên ở đây. Toàn bộ kì nghỉ cira mình gần như bị hỏng và mình sẽ không bao giờ back lại đây.	1	descriptor_hit_1/1
Q11	khách sạn có hồ bơi ngoài trời ở đà nẵng	1000000469862	Melia Danang Beach Resort	Thành Phố Đà Nẵng	bm25,hybrid,vector	8	9	9	1.495276	2.965867	2.320762	Khách sạn này không quá xa trung tâm thành phố, đi lại thuận tiện. Trải nghiệm kỳ nghỉ của gia đình mình khá tốt, đồ ăn ngon vừa miệng, các bạn nhân viên thân thiện, dễ thương. Có bãi biển riêng và nhiều hồ bơi, trẻ em rất thích. Kid club hơi nhỏ. Không có khu vui chơi ngoài trời cho trẻ. Khuôn viên cây xanh cũng không nhiều lắm, phòng sạch sẽ nhưng cơ sở vật chất hơi cũ. Đáng trải nghiệm	Resort có 2 bể bơi vô cực, nhìn ra biển rất tuyệt vời. Nhà hàng Cape Nao ăn buffet có rất nhiều món, nghe nhạc rất chill.	Khách sạn phục vụ không chuyên nghiệp, cảnh quan hoang tàn không xứng với tiêu chuẩn của resort 5 sao, phòng rộng tuy nhiên tiện nghi ở mức trung bình	1	descriptor_hit_1/1
Q11	khách sạn có hồ bơi ngoài trời ở đà nẵng	9000002809365	KOI Resort & Residence Da Nang	Thành Phố Đà Nẵng	bm25,hybrid	10		10	1.455054		2.314505	Koi Resort & Spa Đà Nẵng xứng đáng 10/10 cho một kỳ nghỉ hoàn hảo. Resort có không gian yên bình, phòng ốc sang trọng, dịch vụ đa dạng dari spa, hồ bơi vô cực đến ẩm thực phong phú. Đội ngũ nhân viên tận tâm, vị trí thuận tiện gần các điểm du lịch nổi tiếng. Đây là lựaian lý tưởng cho kỳ nghỉ thư giãn và đẳng cấp.	Gia đình tôi đã có một kỳ nghỉ tuyệt vời tại Koi Resort Đà Nẵng. Mọi thứ từ phòng ốc, dịch vụ cho đến không gian nghỉ dưỡng đều vượt ngoài mong đợi. Nhân viên phục vụ rất thân thiện, hỗ trợ tận tình và luôn sẵn sàng khi cần. Khuôn viên resort được chăm chút kỹ lưỡng, yên tĩnh và rất gần gũi với thiên nhiên, tạo cảm giác thư thái tuyệt đối. Đặc biệt, Tổng Quản lý (GM) còn chủ động đến thăm hỏi, trò chuyện với khách – một điểm cộng lớn cho sự chuyên nghiệp và chu đáo của resort. Đây thực sự là một điểm đến lý tưởng cho những ai đang tìm kiếm một kỳ nghỉ dưỡng trọn vẹn. Gia đình tôi chắc chắn sẽ quay lại trong thời gian tới.	Khách sạn đẹp, nhân viên Quang tiến lịch sự	1	descriptor_hit_1/1
Q11	khách sạn có hồ bơi ngoài trời ở đà nẵng	1000000441652	Muong Thanh Grand Da Nang Hotel	Thành Phố Đà Nẵng	vector		10			0.147063		MỘT TRẢI NGHIỆM TỆ! [Bài viết mang tính trải nghiệm cá nhân, mọi người đọc tham khảo ạ] Mình ở phòng 712 và có thể nói đây có lẽ là phòng tệ nhất trong tất cả các phòng ở Mường Thanh Grand này. Mình đến Đà Nẵng với mục đích công việc vậy nên mình không có nhu cầu một phòng quá sang xịn mịn cả. Mình cũng không có phản ánh lại với nhân viên vì buổi ngày mình ra ngoài đi làm công việc xong tối cũng chỉ về ngủ, thời gian ở cũng ko có dài. Thế nên dù ko kì vọng quá nhiều nhưng những trải nghiệm vừa rồi cũng ko thể làm mình cho qua được, những cái cơ bản thì ít nhất cũng nên có. Ngay từ khi bước vào Mường Thanh, bên cạnh việc sảnh đón khách được rất to và đẹp thì siêu nóng. Toàn bộ khu vực lễ tân hay ngồi chờ ở đó đều không có điều hòa, quạt thì ít nên nếu những khách nào đến ngồi chờ check- in thì rất nóng luôn, không như các khách sạn khác mình vô thì rất mát mẻ. Phòng 712: Wifi siêu yếu, mình ngồi họp online mà bị out ra suốt không thể tham gia buổi họp một cách đầy đủ. Đèn vàng tối, thêm combo không có cửa sổ, ko view (có cái cửa sổ bị che rèm, lúc lật lên toàn cục nóng điều hòa =)) ) nên là ngủ một giấc dậy dậy không có đồng hồ thì thật sự không biết khi đó là buổi ngày hay buổi đêm luôn. Nhà tắm nước yếu, mình phải dí sát vòi tắm vô người thì mới có thể tắm được; Bồn rửa mặt chỉnh nóng lạnh rất khó; Nhà tắm có phần kính nhìn xuyên xuyên qua được, ko có rèm che nên nếu đi cùng bạn bè hoặc gia đình thì khá là ngại, mình cũng có xuống nhờ nhân viên rằng có thể giúp phòng mình che tấm vải hoặc làm cách nào che được ko vì mình đi với gia đình nhưng bị nhân viên từ chối vì đây là thiết kế chung rồi.; Tủ lạnh mini không mát, mình có được người quen tặng mấy món quà muốn ủ mát mà tủ lạnh còn không mát tí nào; Tivi chất lượng kém. Bữa sáng buffet ổn; đồ ăn không quá đa dạng. Mình đặt trên traveloka tầm hơn 800k/1 đêm, do ham rẻ với cả trước nay cũng nghe danh Mường Thanh nhưng hóa ra là Mường Thanh luxury nên cũng tin tưởng mà ko tìm hiểm kĩ. Tuy nhiên cũng với giá này thì vẫn có thể tìm được nhiều chỗ tốt hơn.			1	descriptor_hit_1/1
Q12	resort có bãi biển riêng tại nha trang	1000000488027	Vinpearl Resort & Spa Nha Trang Bay	Khánh Hòa	bm25,hybrid,vector	1	2	1	16.671096	24.555374	20.350332	Cảnh đẹp, bãi biển đẹp, nhân viên buggy, bellman thân thiện hỗ trợ nhiệt tình. Có 1 bạn lễ Tân nam đeo kính tên Dien không nhiệt tình với khách. Villa có hồ bơi riêng , tuy nhiên gối chỗ ghế ngồi trước hồ bơi trong villa thì rất bẩn	Tôi đã có một kì nghỉ tuyệt vời tại đây. Resort có view biển tuyệt đẹp và thoáng mát. Bãi biển sạch sẽ. Nhân viên thân thiện và nhiệt tình. Tôi đã ở đây rất nhiều lần và sẽ luôn là sự lựa chọn khi đến Nha Trang.	Khách sạn vị trí đẹp view biển tốt. Bãi biển trong xanh và đẹp đẽ. Phòng sạch sẽ, nhân viên thân thiện nhiệt tình. Đồ ăn đa dạng và ngon.	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	1000000192322	Vinpearl Resort Nha Trang	Khánh Hòa	bm25,hybrid,vector	3	1	2	15.218756	24.599068	20.254704	tất cả điều tốt, chỉ có bãi biển sỏi đá với có sứa biển ko tăm được, điều đáng tiếc	Ổn tàu phục vụ khách 24/24, bãi biển đẹp. Khu ẩm thực mới vắng, chỉ có lác đác vài cửa hàng	Có dịp sẽ đi lại Vinpearl Nha Trang	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	3000010036554	Duyen Ha Resort Cam Ranh	Khánh Hòa	bm25,hybrid,vector	2	3	3	15.756466	22.568282	18.841966	Đối với các loại phòng khác thì tôi không ý kiến, nhưng riêng Villa 4 phòng ngủ thì thật không tưởng. Bạn cứ tưởng tượng nhà bạn được xếp vào 4 cái phòng ngủ như khách sạn thông thường và ra phòng khách gặp nhau tại bộ ghế Salon. Xong (Phòng tắm không bồn, villa không bếp). + Có vẻ như Duyên Hà chỉ chú trọng khách đoàn và khách Trung Quốc. + Nhân viên rất tận tình, dễ thương. + Bãi biển không được sạch. + Thức ăn sáng không ngon, không đa dạng trừ bánh, vị nấu theo kiểu Trung Hoa chủ yếu.	Bãi biển đẹp, cơ sở vật chất ok và dịch vụ tốt. Nhà hàng bờ biển nấu ăn quá tệ.	Khách sạn rất tốt, có nhiều ưu đãi như massage hay thuyền Kayak, bãi biển đẹp, buffet sáng ngon. Mình thấy nhân viên đa phần không niềm nở như những resort mình đi ở Phú Quốc hay Phan Thiết.	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	3000020021002	Muong Thanh Luxury Vien Trieu Nha Trang	Khánh Hòa	bm25,hybrid,vector	5	4	4	6.599124	14.340309	10.775261	Khách sạn chuẩn 5 sao, giá tốt. Thích nhất là vị trí gần ngay bãi Hòn Chồng, sáng ra tắm biển rất thích, mình thích bãi này hơn cả bãi Nha Trang. Đi tháng 2 mùa chưa cao điểm nên đồ ăn sáng không được phong phú chất lượng bằng cái lúc mình đi mùa cao điểm đông khách( tuy nhiên vẫn rất ổn luôn nha), nhưng bù lại mình lại được bố trí phòng view biển rất đẹp. Mọi thứ đều chuẩn 5 sao từ tiện nghi, độ sạch sẽ, cho đến thái độ phục vụ... Hiếm khi mà được trải nghiệm dịch vụ 5 sao với cái giá tốt như vậy.	Khách sạn đẹp, giá rẻ phòng family 4 người 1,5tr/ đêm cho dịp lễ 2/9. View biển. Bãi biển đối diện khách sạn thoải, trong, thấy cá bơi. Tuy nhiên dưới biển hơi nhiều đá.	Nhà mình đến Nha Trang gặp bạn Nhi, bạn cấp 3 của mình đã hỗ trợ cho nhà mình trong quá trình lưu trú tại đây. Ngoài dịch vụ của khách sạn rất ok thì bạn Nhi đã giúp mình biết về nhiều đặc sản ở Nha Trang. Cảm ơn Nhi và cảm ơn dịch vụ khách sạn. Sẽ quay lại trong thời gian sắp tới.	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	9000001195418	Annova Nha Trang	Khánh Hòa	bm25,hybrid,vector	4	5	5	7.713745	13.531237	10.688872	Phòng rộng, view đẹp, thức ăn ngon, vị trí trung tâm thành phố Nha Trang, có bãi đỗ ôtô riêng, gần biển.	Khách sạn đẹp gần bãi biển giá cả phải chăng lần sau có đi sẽ tiếp tục ghé	Thật sự rất tuyệt vời luôn đó mọi người ơi. Mình hài lòng từ lúc đứng trước cửa Khách Sạn đến lúc ra về luôn. Khách sạn hỗ trợ giữ hành lý cho mình dù chưa đến giờ check in, hỗ trợ phòng có bồn tắm cho mình, đem vali từ trên xe lên đến phòng, lúc check out rất tươi cười nhiệt tình, đúng chuẩn 5 sao. Thề lúc đặt mình không để ý KS 5 sao đâu, đến nơi mới biết là 5 sao. Phòng ốc rộng rãi có sofa riêng, quầy bếp lò vi sóng, ban công, mình ở tầng 32 quá đã. Mấy AC nhân viên nhiệt tình lắm luôn, nói chung lần sau đi Nha Trang mình sẽ ghé, vì mình hay đi Nha Trang, mấy lần trước ở những KS trên Trần Phú thôi, vì nghĩ sát biển, giờ đi KS này thì phải nói quá ưng, rất gần biển luôn, và thật trùng hợp là cũng gần những quán ăn mình hay đi ăn nữa, nếu bình thường mình phải đi xe máy đến, thì giờ từ khách sạn mình có thể đi bộ để ăn nem nướng, banh canh, bánh căn… Ngoài ra buffer khách sạn 10 điểm luôn, nhiều món, 2 buổi sáng là 2 line món khác nhau luôn. Ưng lắm đó, RCM ACE đến đây. Thật lòng !	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	9000001043095	Ana Mandara Cam Ranh	Khánh Hòa	bm25,hybrid,vector	7	7	6	5.385072	12.205401	9.226263	Resort nhỏ, mọi thứ dừng lại ở mức tạm đủ, chưa tạo được cảm giác của resort 5 sao. Đồ ăn bình thường, nhân viên tạm ổn ( trừ lúc check out nhân viên phòng xôg vào mà không gõ cửa). Bãi biển bình thường, bù lại bể bơi rộng.	Phòng giống hình ảnh khách sạn chụp, sạch sẽ, nhân viên nhiệt tình. Bãi biển xanh trong, bể bơi gần với biển luôn ạ. Có cô người nước ngoài đến hỏi thăm mỗi bữa ăn sáng, trưa, tối. Lúc check out cũng ra hỏi thăm rất dễ thương luôn ý ạ :)	Villa sạch đẹp, nhân viên chuyên nghiệp, dễ thương	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	3000020016539	Vinpearl Beachfront Nha Trang	Nha Trang	bm25,hybrid,vector	8	6	7	3.237346	12.885403	8.956981	Vị trí ngay khu trung tâm du lịch, bãi biển ngay bên đường, bên cạnh là Vincom rất thuận tiện cho các gia đình. 1 trong 4 phòng có mùi thuốc lá, dù nhân viên đã cố gắng tìm cách khắc phục. Nếu được, khách sạn hãy đổi tủ mát thành tủ lạnh, vì tủ này thậm chí còn không thể làm mát nước, nhiệt độ còn cao hơn nhiệt độ phòng. Mọi thứ còn lại khá tốt, bữa sáng đa dạng, vệ sinh phòng ổn, nước mạnh. Nhân viên thân thiện, hỗ trợ tốt.	Tôi có hai đêm ở lại tại Nha Trang và chọn Vin làm nơi nghỉ lại Tôi ở Vin rất nhiều các tỉnh thành tuy nhiên tại đây tôi đánh giá dịch vụ chưa tốt chưa xứng tầm 5 sao Về check in phải nói là cực kì lâu và không được chuyên nghiệp Thứ hai về dịch vụ trong phòng: dù chọn phòng cao cấp nhưng vẫn không có bồn tắm, không có dép đi biển, không có trái cây welcome Về bữa sáng thật sự rất ít món so với những nơi tôi đi 5 sao Về chỗ giữ xe cũng rất hạn chế chỗ để dưới hầm còn không thì để tại sảnh của khách sạn Những lúc cao điểm như buổi sáng, trưa, chiều tối chờ thang máy lâu dù cho số lượng thang máy bố trí cũng khá nhiều, khách vẫn khó chịu khi chờ từ 10 đến 15 phút, có khi 20ph Về mặt tốt: tôi đánh giá là có vị trí tốt, view đẹp ngay đường Trần Phú, vệ sinh sạch sẽ, nhân viên thân thiện dễ thương và nhiệt tình Mong khách sạn sẽ ghi nhận những ý kiến này để cải thiện thêm dịch vụ để xứng tầm đẳng cấp và xứng tầm 5 sao	Phòng siêu rộng, mình ở phòng 2 phòng ngủ & có khu vực tiếp khách, khu vực bếp bên ngoài, khu vực bếp ăn rất sang trọng. Mỗi phòng ngủ có phòng vệ sinh riêng, rất ngăn nắp & đẹp. View nhìn trên cao đón hoàng hôn hay bình minh siêu đỉnh, ăn sáng ngon,	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	9000002210045	Best Western Premier Marvella Nha Trang	Khánh Hòa	bm25,hybrid,vector	9	8	8	2.996023	9.103359	6.660425	Mọi thứ tạm ổn, nhưng bãi biển chỗ khách sạn thì chỉ có 2-3 cái ghế. Dù thì cũng chỉ 1-2 cái. Không có cứu hộ. Bãi biển lại không có ai dọn rác. Rác nhiều dơ.	Khách sạn mới, sạch sẽ, nhân viên rất nhiệt tình, vị trí sát biển, view phòng rất đẹp. Đồ ăn sáng nhiều, đa dạng và ngon. Nói chung quá tuyệt vời, không có gì để chê cả, nếu có dịp quay lại NT sẽ tiếp tục book phòng của ks	Service tốt, phòng sạch đẹp, view phòng nhìn thẳng ra biển. Phòng cách âm và giá cả hợp lý.	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	9000007567973	CostaBella Resort Nha Trang	Khánh Hòa	bm25,hybrid,vector	10	9	9	2.439844	3.977586	3.362489	Phòng sạch sẽ, tiện nghi. Nhân viên thân thiện, nhiệt tình. Bãi biển phải di chuyển hơi xa nhưng có xe điện đưa đón. Về khu vui chơi trẻ em thì chưa có đầy đủ các hoạt động như trong brochure nhưng cũng tạm ổn với khu vui chơi trẻ em nhỏ và khu vực đánh bóng bàn cho trẻ lớn hơn.			1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	9000000928831	La Vague Hotel Nha Trang	Khánh Hòa	hybrid,vector		10	10		3.174036	2.353666	Khách sạn nằm đối diện bãi biển, nhân viên nhiệt tình, khá sạch sẽ, phòng không rộng lắm. Tuy nhiên vị trí không gần khu hàng quán ăn uống như các khách sạn bên gần tháp Trầm Hương. Bên đó đông vui sầm uất, sáng đèn hơn, bãi biển bên Lavague khá buồn tẻ. Mình đi đợt đầu tháng 12.	Khách sạn gần biển rất tiện đi tắm biển	Khách sạn ngay mặt biển, mình chọn hạng phòng view biển. Lễ tân đã hỗ trợ nhận phòng sớm mặc dù chưa tới giờ checkin. Phòng mình ở tầng 20 view biển đẹp lắm, phòng sạch sẽ. Hồ bơi hơi nhỏ. Buffet ăn sáng chưa phong phú, nhưng so với mức giá thì quá hợp lý rồi. Sẽ quay lại khách sạn này nếu có dịp quay lại Nha Trang lần nữa ạ.	1	descriptor_hit_2/2
Q12	resort có bãi biển riêng tại nha trang	3000020017982	Muong Thanh Luxury Khanh Hoa	Khánh Hòa	bm25	6			5.980187			Rất xa bãi biển để có thể tắm được	khách sạn vị trí đẹp, ngay trục chính bờ biển Nha Trang, đến tháp trầm tầm 1km thôi, khách sạn phía trước ngắm trọn đường bờ biển, phía sau là cửa sông. phòng to tiện nghi, tuy dùng thảm có mùi ẩm chút, nếu granit hoặc sàn thì sang hơn, nhưng vậy khá ổn. cảnh quan nhìn từ phòng rất đẹp. Ăn sáng ngon, thoải mái. chỉ có hồ bơi hơi buồn tẻ xíu. sẽ ghé lại lần sau	Chất lượng dịch vụ tốt, đi lại tiện lợi, gần bãi biển, view đẹp. Mình đi cùng người yêu vào đúng dịp sinh nhật của bạn ấy, khách sạn rất chu đáo, đã chuẩn bị bánh sinh nhật và chúc mừng người yêu mình. Cảm ơn khách sạn, cảm ơn bạn Đạt nhé.	1	descriptor_hit_2/2
Q13	homestay có bếp nấu ăn ở đà lạt	3000020020070	New Life Hotel Dalat	Lâm Đồng	bm25,hybrid,vector	3	1	1	1.719106	2.970678	2.250729	Bên cạnh đang xây nên hơi ồn. Sáng bếp nấu ăn, mùi đồ ăn bay vào phòng. Còn lại mọi thứ đều ok	Khách sạn đẹp, sạch sẽ, nhân viên rất nhiệt tình, có view rất đẹp, gia đình nhỏ muốn nấu ăn thì chọn căn có bếp tủ lạnh. Rất tiện nghi. Có điều nước ở vòi tắm đứng chưa đủ nóng. Vòi tắm nằm thì nóng oke. Đã ở đây 2 lần nên biết. 😅😅😅. Mọi thứ đều oke. Tốt nên ở	Khách sạn đẹp , sạch sẽ . Buffet sáng ổn . Nhưng phòng cách âm rất tệ , mùi đồ ăn từ bếp bay vào phòng rất nhiều	1	location_or_generic_match
Q13	homestay có bếp nấu ăn ở đà lạt	9000001135927	TTR Central Apart Hotel	Lâm Đồng	bm25,hybrid,vector	4	3	2	1.631328	2.553337	1.987086	Vị trí khách sạn khá gần Chợ Đà Lạt, có thể đi bộ, xung quanh nhiều hàng quán ăn. Phòng sạch sẽ, tiện nghi và có bếp nấu ăn. Có điều cách âm hơi kém, tầng trên kéo bàn ghế ồn quá!	Phòng sạch sẽ, nhân viên nhiệt tình chu đáo. Nếu lần tới đi Đà Lạt mình sẽ vẫn đặt TTR	Khách sạn sạch sẽ và ngăn nắp, gia đình có bé nhỏ nên chọn khách sạn này vì có bếp rất tiện lợi. Khách sạn lại ngay trung tâm thuận tiện đi lại	1	location_or_generic_match
Q13	homestay có bếp nấu ăn ở đà lạt	3000020015788	Minh Chien Hotel	Lâm Đồng	bm25,hybrid,vector	2	2	3	1.730325	2.594619	1.895582	Đến Đà Lạt không chọn ở homestay mà chọn ở khách sạn nhưng giá rất hợp lý và mọi thứ cũng sạch sẽ. Lần sau sẽ tới với người yêu	Giờ đi Đà Lạt toàn ở homestay, bữa nay trải nghiệm thử qua khách sạn thấy ổn thiệt mọi người ơi. Khách sạn chất lượng, nhân viên dễ thương tận tình, có buffet ăn sáng nữa. Từ đây đi bộ tầm hơn 1km là ra tới chợ Đà Lạt, cũng thuận tiện. Khi check out còn được tặng lịch để bàn làm quà, rất chu đáo! Sẽ quay lại khi có cơ hội.	Tôi sẽ trở lại nếu có đi du lịch Đà Lạt, nhân viên tiếp tân khách sạn rất nhiệt tình.	1	location_or_generic_match
Q13	homestay có bếp nấu ăn ở đà lạt	1000000490882	Terracotta Hotel & Resort Dalat	Lâm Đồng	bm25,hybrid	6		4	1.258567		1.851757	Khách sạn đẹp, dễ chịu, nghỉ dưỡng thích, nhà hàng trong khách sạn nấu ăn cũng ngon. Nếu có mấy xe đạp để đạp lòng vòng chắc thích nữa	Biến đổi khí hậu nên Đà Lạt ngày càng nóng lên. Khách sạn nên trang bị thêm máy lạnh trong những ngày hè nóng này.	Rất tuyệt vời luôn. Tiếc là không thể ở lại lâu hơn. Nếu có dịp quay lại Đà Lạt chắc chắn sẽ chọn Terracotta lần nữa.	1	location_or_generic_match
Q13	homestay có bếp nấu ăn ở đà lạt	3000020015784	Larita Da Lat Boutique Hotel	Lâm Đồng	bm25,hybrid	5		5	1.395367		1.584305	Một chiếc khách sạn dạng homestay bé xinh rất chill tại trung tâm Đà Lạt. Mình tình cờ book trên traveloka giá được giảm mà chất lượng lại cực kỳ ưng ý. Phòng rộng rãi, sạch sẽ, thoải mái. Đặc biệt mình rất ưng giường rất mềm mịm (chất lượng nệm tốt nằm rất thích ạ). View phòng cửa kính và vườn hoa nhỏ xinh cực chill nhẹ nhàng. Ngoài ra còn có khu cafe và nhà hàng/ bar mini có món gà nướng cơm lam ngon lắm. Gà mới, nóng hổi ăn giữa thời tiết se lạnh quá tuyệt. Đồng thời, mình cũng rất thích anh tiếp tân và chị bếp ở đây. Rất rất nhiệt tình với khách luôn. Lần sau có dịp quay lại Đà Lạt mình chắc chắn sẽ book ở Larita tiếp nhé!	Do ở Đà Lạt nên nước hơi yếu, nóng lạnh đầy đủ. Chỉ một điều là drap giường ko sạch	Sạch sẽ, view đẹp. Nhân viên thân thiện, 4h sáng mở cửa vui vẻ. Ngay trung tâm thành phố Đà Lạt rất tiện. Sẽ quay lại	1	location_or_generic_match
Q13	homestay có bếp nấu ăn ở đà lạt	3000020015990	Nesta Valley Dalat Hotel - Formerly Golf Valley Hotel	Lâm Đồng	hybrid,vector		5	6		2.107416	1.532216	Đồ ăn sáng Buffet khá nhiều nha. Nhân viên thân thiện. Dọn phòng liên tục khá là siêng kaka. Mọi thứ đều Ok. Mình nghĩ sẽ quay lại đây lần nữa. Khách sạn ngay trung tâm. Đối diện là hai quán nướng BBQ nghe đồn cũng khá Ok và ngon. Nói chung Đáng để nghỉ.	Rất chu đáo. phòng ốc thơm sạch. có điều đồ ăn sáng chưa đc ngon lắm. còn lại mọi thứ mình rât hài lòng	Tiện nghi, ấm cúng và vị trí rất gần chợ Đà Lạt, nhưng mà buffet sáng ăn không ngon.	1	location_or_generic_match
Q13	homestay có bếp nấu ăn ở đà lạt	3000020015279	Dalat Wonder Resort	Lâm Đồng	hybrid,vector		4	7		2.507737	1.504642	cảnh đẹp và lên hình rất xinh tuy nhiên phòng thì không được tốt vì quá nghèo nàn, thô sơ. Vật dụng trong phòng cũng không tiện nghi. Nhà ăn thì quá đắt đỏ, ăn sáng không ngon.	Phòng khách sạn không có máy lạnh. Chỉ có 1 số phòng có trang bị máy lạnh. Mọi người đặt phòng nên để ý. Còn lại thì bình thường. Xa trung tâm lắm, các loại dịch vụ ăn uống không nhiều.	phòng nội thất bình thường thôi, cửa sổ bị gì không khóa được nên đêm ngủ hơi bất an xíu. còn lại khuôn viên, nhân viên phục vụ vô cùng nhiệt tình chu đáo, buffet sáng nhiều thể loại, có khu trò chơi cho bé. rất tuyệt vời. có dịp sẽ quay lại.	1	location_or_generic_match
Q13	homestay có bếp nấu ăn ở đà lạt	9000001107521	Mercure Dalat Resort	Lâm Đồng	bm25,hybrid,vector	9	6	8	0.250340	1.813744	1.188382	Quá tuyệt cho chuyến đi nghỉ dưỡng của gia đình, mình gọi cháo cho bé và bếp hỏi rất kỹ làm đúng ý mình. Lần sau sẽ dẫn cả ông bà đi luôn			1	location_or_generic_match
Q13	homestay có bếp nấu ăn ở đà lạt	9000001207493	La Paix Dalat	Lâm Đồng	bm25,hybrid,vector	10	8	9	0.110998	0.652382	0.408746	Khách sạn mới, thiết kế tông màu đơn giản nhưng khá là đẹp. Các bạn lễ tân siêu dễ thương và nhiệt tình. Đồng thời chính là tác giả của những tấm ảnh dưới đây luôn ạ. Nếu có dịp quay lại Đà Lạt thì nơi đây vẫn là sự lựa chọn cho nơi cư trú của mình😊	Theo ý kiến của tôi Le Paix là homestay chứ không phải là khách sạn. Ngoại thất và không gian bên ngoài rất đẹp và ấn tượng nhưng phòng ốc vô cùng bẩn và xuống cấp trầm trọng. Trong phòng không có tivi, tủ lạnh, tủ quần áo, mạng nhện giăng đầy các góc phòng, chăn ga gối màn cửa đều không sạch sẽ lại có mùi ẩm mốc khó chịu.	Phòng thiết kế nhẹ nhàng có cây xanh trong phòng tuy nhiên dịch vụ và cơ sở vật chất trong phòng cần được cải thiện rất nhiều. Phòng mình ở là Grand Chill Hill, nắp bồn cầu bị lệch, vòi nước lavabo thì bung như đã hư từ lâu nhưng không được sửa chữa. Phòng chỉ dọn dẹp khi được yêu cầu nhưng khi mình check in thì không thông báo cho mình biết. Cửa làm bằng sắt không kín, khi có gió kêu tiếng lạch cạch liên tục rất khó chịu, mình phải lấy giấy chêm vào cửa. Ăn sáng thì do homestay mua ở đối diện, không phải do homestay tự chuẩn bị. Trải nghiệm không được thoải mái cho lắm.	1	location_or_generic_match
