bucket_id,query_id,query,hotel_id,hotel_name,hotel_location,bm25_rank,vector_rank,hybrid_rank,top_review_1,top_review_2,top_review_3,relevant
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",1000000374656,Le' VIVA Resort Mui Ne,Phan Thiết,,7,,"Tuyệt vời, không gian yên tĩnh, không khí trong lành, nhân viên thân thiện","Nhân viên thân thiện, dịch vụ khá ok","Mình ở phòng cầu thang gần hồ bơi. Dịch vụ OK, mỗi cái phòng khá bé. Ban công rộng nhưng phòng bé. Resort khá lâu rồi nên phòng không xịn xò, hiện đại lắm.",
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",9000003297527,Mandala Cham Bay Hotels & Resorts,Phan Thiết,5,,6,"Khách sạn rất sạch sẽ, phòng rộng rãi và thoáng mát. Nhân viên thân thiện, hỗ trợ nhiệt tình từ lúc check-in đến khi trả phòng. Vị trí thuận tiện, gần biển và các quán ăn. Chắc chắn sẽ quay lại lần sa","Sạch sẽ, nhân viên nhiệt tình, view đẹp, sẽ quay lại","Vị trí và view rất là đẹp. Các hồ bơi trong khuôn viên đều rất đẹp, sạch. Nhưng mà bãi biển thì hơi buồn, chưa có đầu tư nhiều. Phòng mình ở hơi chật nhưng sạch sẽ, tiện nghi cũng đầy đủ",
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",9000000961878,Centara Mirage Resort Mui Ne,Phan Thiết,6,,7,"Gia đình mình đi trải nghiệm thấy rất thích, sẽ quay lại và giới thiệu đến bạn bè","Đông quá, không có bàn ngồi, thức ăn tạm ổn, không có gì đặc sắc","không gian yên tĩnh, đẹp , nhân viên thân thiện, đồ ăn không ngon cho lắm",
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",1000000491765,Rang Garden Beach Side Resort,Phan Thiết,1,,3,"Khách sạn tuyệt vời nhé, trừ vấn đề cách âm không được tốt lắm. Nhân viên siêu dễ thương. Hồ bơi sạch sẽ. Lý tưởng để nghỉ dưỡng cuối tuần cùng gia đình.","khách sạn có vị trí đẹp, kế bên biển nhưng không có bãi bơi, có thêm bãi bơi sẽ rất tuyệt vời. về ăn uống xung quanh nhiều quán ăn nhà hàng ngon rẻ, nhưng hình như nhiều hàng quán đóng cửa nhìn có vẻ ","Mọi thứ ok, vị trí gần biển, nhưng phòng hơi cũ",
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",3000010021795,Muong Thanh Holiday Mui Ne Hotel,Phan Thiết,,5,,"Ở đây rất tốt, yên tĩnh và nhân viên thân thiện.","Mình thích ở đây, giá cả hợp lý, có bãi biển thoải mái, ban công phơi đồ ướt (phơi thấp bên dưới), hồ bơi rộng và đẹp. Buổi tối ra ngắm và dạo biển tuyệt vời luôn.","Khách sạn 4sao nhưng thua nhà nghỉ bình thường nữa. Phòng thì hôi mùi thuốc lá, sàn nhà thì dơ, cửa toalet thì bung tróc/thủng lỗ, ga trải nệm thì hôi ẩm mốc. Vừa ở Mường Thanh Nha Trang hài lòng bao ",
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",9000003364537,De' Tuva Resort Mui Ne,Phan Thiết,4,,5,"1. Không gian tệ, chật chội, lối đi sát cửa phòng. Không có sự riêng tư so với giá tiền. 2. Đồ ăn tệ, phòng nhiều muỗi. Ồn ào từ xung quanh. 3. Bể bơi có như không, bẩn rêu mốc. 4. Bên cạnh resort là ","Resort không quá lớn, thích hợp nghỉ dưỡng. Ngay sát biển nên rất tiện. Rất thích vibe ấm cúng và hiện đại như này","Massa rẻ thich, rất đẹp nhưng ăn sáng hơi ít món vì kphai mùa du lịch quá là đẹpp",
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",1000001736180,Meraki Oasis,Phan Thiết,7,8,2,"Các bạn nhân viên cực kỳ dễ thương, đồ ăn phù hợp khẩu vị của mình. Sẽ tốt hơn nếu món ăn đa dạng và nóng hổi. Nhìn chung service rất oke, riêng mình nếu chấm trên thang 10 thì sẽ được 8.5 điểm ❤️",khách sạn ổn phù hợp nhà đông người,Mình có ghé Ks năm 2023 quay trở lại đặt phòng thấy Ks xuống cấp quá đọc feedback thì kêu đang nâng cấp nhưng tới thấy cũng như cũ. Buffet y chang năm 2023 vài món lèo tèo ko thay đổi,
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",9000001188189,Mi Nhon Em Hotel Muine,Phan Thiết,,4,,Nhân viên rất chu đáo và nhiệt tình,"Hoàn hảo cho 1 chuyến nghỉ dưỡng ở đây, lần sau ghé tiếp tục với gia đình. Giá hợp lý đồ ăn ngon trải nghiệm dịch vụ tốt","Nhân viên thân thiện, phòng rộng, sạch sẽ.",
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",1000000426224,Tuong Boutique Resort Mui Ne,Phan Thiết,9,,9,"mọi thứ nó không chất lượng với tầm giá, TV cũ (k smart TV), 1 nước đóng chai thủy tinh, thiết bị vệ sinh cũ, nước yếu. Bữa ăn sáng không ngon, khuôn viên không đặc sắc. Quầy lễ tân không có người trự","Nhân viên thân thiện, phòng và không gian sạch sẽ.","Lúc đầu có 1 vài rắc rối nhưng khách sạn đã hỗ trợ mình nên mình rất thích, nhân viên thân thiện, tuy phòng có vài chỗ chưa hoàn thiện nhưng mình nghĩ lần sau đến sẽ tốt đẹp hơn",
bucket_2_long_context,Q057,"Tìm resort ở Phan Thiết có trung tâm lướt ván diều, nhà hàng hải sản tươi sống và ban công hướng thẳng ra biển.",1000000278661,Anantara Mui Ne Resort,Phan Thiết,8,,8,"good experience, nhưng mình yêu cầu xuất đơn thì traveloka bảo ks xuất, gọi ks thì ks báo là xuất cho","Nghỉ ở đây khá dễ chịu, bể bơi view đẹp, có thể xem lướt sóng bằng dù ngay trước bãi biển. Năm ở bể bơi chill chill cũng khá là đã, có quầy cocktail ngay bể bơi luôn.",Resort đẹp Nhânviên nhiệt tình thân thiện,
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",1000000554865,Nam Long Hotel,Quảng Bình,10,6,3,"Vị trí tiện lợi, nhân viên thân thiện, giá tốt","Thuộc nhà nghỉ thì đúng hơn là khách sạn, giá bình dân nên như vậy thích hợp cho ai cần thuê ngủ tạm 01 đêm mà tiết kiệm chi phí. Ồn có ồn, nhưng đêm khuya thì mình không nghe nữa",Khách sạn ngay tháp chuông nhà thờ Tam tòa,
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",1000000549514,Muong Thanh Luxury Nhat Le Hotel,Quảng Bình,6,10,1,"Chất lượng tốt, Mường Thanh địa điểm uy tín, nhân viên thân thiện","Mình ở vào dịp Tết, view thấy cầu Nhật Lệ và pháo hoa nhưng hơi xa, phòng gọn gàng, rộng rãi, sạch sẽ như hình, cũng khá gần trung tâm và xung quanh hàng quán ăn cũng gần, nhưng vì dịp Tết nên ít quán","Phòng rất OK. Mình rất thích cách xử lý của nhân viên lễ tân khi có khiếu nại. Rất chuyên nghiệp và lịch sự, dày dặn kinh nghiệm. Với số tiền bỏ ra thì khách  sạn vô cùng đáng tiền. Đồ ăn sáng thì khỏ",
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",4000001062034,Melia Vinpearl Quang Binh,Quảng Bình,1,,4,"1 năm đã qua đây 3 lần, rất ưng mọi thứ tại đây ❤️","Dịch vụ tại khách sạn rất tốt. Nhân viên thân thiện, nhiệt tình.",Bồn tắm không sạch & nhân viên lễ tân thái độ kém chuyên nghiệp,
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",1000000460067,Muong Thanh Holiday Quang Binh Hotel,Quảng Bình,7,7,2,"Buffet sáng hem nhiều món lắm, chắc v mới phù hợp với giá tiền. Đặt phòng 1 giường, đến nơi khách sạn báo là đã hết phòng nên đổi qua phòng 2 giường ghép lại ?!? Cũng bình thường nhưng thấy lạ là đặt ","Tôi đến QB trong ngày mưa lạnh, nhưng được bù lại là sự đón tiếp vui vẻ, nhiệt tình thân thiện, lễ phép của các bạn lễ tân, phục vụ nhà hàng, trong đó có bạn lễ tân Đ. Minh… Nếu có dịp trở lại, chúng ","Nhân viên rất thân thiện, phòng sạch sẽ, thoáng mát, gần biển nên phong cảnh rất đẹp.",
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",3000020004679,Amanda Hotel Quang Binh,Quảng Bình,4,,6,"Phòng và chăn có mùi hôi, ăn sáng sơ sài","Mọi thứ đều ok, chỉ có đồ ăn sáng hơi đơn điệu, khả năng là ngày Tết",Nhân viên hỗ trợ có tâm. Chị phục vụ quầy ăn rất dễ thương.,
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",3000020018571,QB Casa Residence,Quảng Bình,,8,10,Khách sạn cần trang bị thêm quạt thông gió trong vệ sinh.,Chị chủ dễ tính thân thiện. Phòng ốc sạch sẽ. ☺️ Chỉ có điều lối ra vào hơi bất tiện,"Nệm quá mềm, khách sạn không có để bàn chải hay kem đánh răng gì.",
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",3000010024670,Thien Thanh Hotel,Quảng Bình,8,,7,"Khách sạn sạch đẹp, chị chủ nhiệt tình thân thiện.","Phòng cũ và cực dơ, hôi mùi ẩm mốc không chịu được, mình phải bật máy lạnh và đi ra cf ngồi để khử mùi thì chị chủ tự ta vô phòng tắt máy lạnh lun. Haizz. Đặc biệt, mình là con gái ở phòng đang làm bá","Đi trúng dịp giảm giá, giá gần 250k mà chị chủ cho ở phòng đôi View núi luôn. Phòng đẹp, sạch, đầy đủ tiện nghi . Mình đến nơi là nhảy xuống bơi luôn vì quá hấp dẫn (bơi cùng 2 bé con chị chủ vui hết ",
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",9000000974035,Rex Quang Binh Hotel,Quảng Bình,,9,,"Thân thiện, linh hoạt trong check in","điều hoà k mát, đã thế cũng k có quạt,",dịch vụ tốt. thân thiện. giờ giấc thỏa mái,
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",3000020004284,Royal Quang Binh Hotel,Quảng Bình,3,,5,"Phòng khá rộng nhưng nội thất hơi cũ, phòng mình bị hỏng khoá từ phải sử dụng khoá cơ. Ăn sáng hơi ít món chắc do đi vào dịp Tết. Các bạn lễ tân xử lý nhanh","Khách sạn đẹp, nhân viên chu đáo, thân thiện","Khay để đồ không lau, mốc trắng cả ra. Khách sạn rõ to đẹp mà để đồ không sạch sẽ thật là tiếc.",
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",1000000555035,Nam Long Plus Hotel,Quảng Bình,,2,9,Giá cả rất cao so với chất lượng phòng và dịch vụ.,Cô chủ KS nhiệt tình. Đi xe điện 1 đoạn là ra bãi biển,"khách sạn view đẹp, phòng rộng, yên tĩnh, thoải mái.",
bucket_2_long_context,Q058,"Khách sạn ở Quảng Bình gần các khu bảo tồn thiên nhiên, hỗ trợ đặt tour đi hang động và có dịch vụ giặt là giao trong ngày.",1000000253199,Sun Spa Resort,Quảng Bình,9,,8,"Khuôn viên rộng rãi, có view biển. Nhân viên đều thân thiện","Các chị lễ tân nhiệt tình, dễ thương, nhận phòng nhanh chóng, chính xác. Resort rộng có view biển khá đẹp, phòng ổn so với tầm giá, đồ ăn buffet sáng khá ổn, tiếc là đi vào mùa hơi lạnh chưa trải nghi","điểm đến tuyệt vời nhất ở QB, lần nào đến cũng ở đây",
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",9000003285532,Lucky Phoenix Hotel & Apartment,Bắc Ninh,9,1,2,"Nhân viên + phòng ốc sạch sẽ, ok lưu trú 1 đêm",,,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",9000003284843,Luxury Phoenix Hotel Bắc Ninh,Bắc Ninh,2,,4,"Phòng mới, sạch sẽ, thoải mái, gần trung tâm văn hoá Kinh Bắc, đi bộ ra xem pháo hoa đêm giao thừa luôn, hoặc chọn được phòng trên cao view hướng đó là xem được pháo hoa, mình tới muộn, phòng thấp nên",,,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",9000001309273,Royal Hotel Bắc Ninh,Bắc Ninh,8,,3,"Mình nhận phòng 16h, các bạn nhân viên và lễ tân tiếp đón, quan tâm rất tận tình, mình cho nơi đây 10 điểm về mọi mặt, đáng để lưu trú và trải nghiệm văn hóa, ẩm thực phố cổ.","Book phòng 3 người ở và được apps tính phí 3 người ở, được tính tiền trước qua thẻ ngân hàng. Nhưng khi đến nhận phòng thì khách sạn có phòng lớn nhất là phòng 2 giường đơn, ở được 2 người. Buộc mình ",,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",1000000735441,Muong Thanh Luxury Bac Ninh Hotel,Bắc Ninh,10,10,1,"Nhân viên rất thân thiện, nhiệt tình, bạn hợp phụ trách an ninh rất tốt, dọn phòng gọn gàng sạch sẽ","Mới thay thảm sạch sẽ, phòng không hút thuốc, nhân viên dọn phòng rất nhiệt tình, thân thiện.",Vị trí đẹp tuyệt vời khách sạn thân thiện,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",9000000971554,Tu Son Luxury 2 Hotel,Bắc Ninh,5,,10,"tôi có báo trc do công việc 2h sáng tôi mới đến nhận phòng và bạn đó cũng nói ok ko vấn đề gì, và rồi khi đến nhân viên uống rượu hay gì đó ngủ trên ghế sopha, vào tận nơi gọi nhiều lần nhưng bạn ý dậ",nhân viên thiếu trách nhiệm. không giải quyết trả lời vấn đề cho khách hàng,,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",9000003279189,Khách sạn Cát Tường,Bắc Ninh,,4,8,"Đặt vội 1 phòng exễcutive với giá hơn 700k mà Nhận phòng mà giật cả mình, to vch, 60m2. Chống chỉ định việc đến 1 mình. It’s crazy big with 60m2 and price is only 30usd. You should not come there alon",,,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",4000000963514,Khách sạn Ninh Phong,Bắc Ninh,,3,7,"phòng sạch sẽ, nội thất đầy đủ hiện đại","Khách sạn sạch sẽ và gọn gàng hơn tôi mong đợi. phòng thiết kế hiện đại, gọn, đẹp hằng ngày đều có nhân viên vào dọn dẹp phòng. đặc biệt còn hỗ trợ cho check in sớm nữa",,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",9000003368995,Atour Phoenix Hotel,Bắc Ninh,,7,9,Rất ok sạch sẽ ngăn nắp gọn gàng,,,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",9000007447255,Vinpearl Hotel Bắc Ninh,Bắc Ninh,3,,5,"Khi nhận phòng vẫn còn nguyên cái giẻ lau rách ở đầu giường, mình đoán của bên vệ sinh công nghiệp vệ sinh để đi vào hoạt động, cafe trên tầng 32 vẫn chưa hoạt động. Nhân viên nhà hàng nhiệt tình, ok.",,,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",4000000948213,Khách sạn Hello,Bắc Ninh,7,,,phòng không giống hình. trên hình của website phòng có cửa lớn ra ban công. còn khi đến là phòng chỉ có cửa sổ. đề nghị app kiểm tra lại vấn đề hình ảnh phòng. về khách sạn thì phòng sạch sẽ giường rộ,,,
bucket_2_long_context,Q059,"Cần tìm phòng nghỉ qua đêm ở Bắc Ninh sạch sẽ, giá cả phải chăng, tiện đường đi ra các khu công nghiệp.",9000006862511,GARDEN PHOENIX HOTEL,Bắc Ninh,,2,6,"Khách sạn rất phù hợp cho người đi công tác, sạch sẽ mát mẻ, yên tĩnh","Khách sạn mới, sạch sẽ, thoáng mát, đồ ăn sáng ok","Nhân viên nhiệt tình, thân thiện, phòng mới sạch sẽ, bữa sáng ok",
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",9000002314116,Havilla Homestay -  The Song Apartment Vung Tau,Vũng Tàu,4,10,1,"Dịch vụ rất tốt, sạch sẽ. Chị chủ rất nhiệt tình và thân thiện, lần sau quay lại vẫn sẽ book dịch vụ ở đây và sẽ giới thiệu thêm bạn bè nữa.","Chỗ okiiiii, rất ổn nha không như lời đồn nên ở","Phòng rất đẹp ạ,siêu tiện ích,sạch sẽ",
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",9000000730242,Fusion Suites Vung Tau,Vũng Tàu,10,,9,"Tôi đã có trải nghiệm rất tốt. Buffet sáng rất ngon. Hồ bơi rộng rãi, spa rất tốt. Tôi sẽ quay lại. Cảm ơn Fusion.","Khách sạn có nhiều view đẹp,decor rất tỉ mỉ các góc,đi vài bước chân là ra đến bãi trước","Mình lưu trú lại đây 2 lần , nhân viên nhiệt tình dễ thương, hạng phòng nào mình cũng trải nghiệm rồi và thấy lần gần nhất có vẻ family suit bị hạn chế , phòng có mùi hơi ẩm , cũ , thất vọng nhất của ",
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",1000000426522,"InterContinental Hotels GRAND HO TRAM by IHG, an IHG Hotel",Vũng Tàu,6,,7,"Rất thích các bạn nhân viên, ngoài nhiệt tình còn có sự chu đáo. Mình đi nhiều lần rồi nhưng lần này (8.2024) thấy các bạn rất tuyệt vời.","Nơi trốn nắng tuyệt vời, đầy đủ tiện ích",Gần sg mình thích nhất intercon. Ở đây 4 lần rồi. Lần nào cũng thích mê . Nhiều hoạt động,
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",9000001099736,Xuan Homestay - The Song Vung Tau,Vũng Tàu,3,,5,"Nhân viên dễ thương đáng yêu, không gian mát mẻ, phòng sạch sẽ tiện lợi <3",Các bạn muốn ở The Sóng cứ đến hẳn chung cư và book trực tiếp các văn phòng ở tầng trệt có nhiều dịch vụ mô giới và giá rẻ hơn rất nhiều. Hoặc với giá này thì book hotel Santorini giá chỉ 1 triệu/phòn,"Trải nghiệm rất ok, chị nv nhiệt tình. 10điểm",
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",9000005699879,Oceanami Villas & Beach Club,Vũng Tàu,9,,2,"Không xứng đáng 5 sao, chỉ nên để 3 sao. Vị trí tốt, thiết kế quy hoạch ổn, nhưng mà phòng thiếu nhiều tiện nghi, vệ sinh không sạch, dịch vụ tiếp tân cũng không ổn. Tóm lại do ban quản lý kém.","Nhân viên thân thiện, hồ bơi rộng-đẹp-sạch, đồ ăn ở Maison rất ngon. Điểm trừ duy nhất là cục nóng máy lạnh lắp cạnh phòng nên chạy khá ồn.",Bực bội thái độ làm việc ở đây ghê! Có em bé trời mưa mạnh xe điện chạy ngoắc chẳng thèm đón để em bé ướt nhèm mà coi dc! Gọi trả phòng 3 lần - không chiếc xe nào chạy ra đón,
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",9000001099844,Chau Homestay - The Song Vung Tau,Vũng Tàu,2,,4,Lần đầu ở bên Chau Homestay thấy mọi thứ ok. Sạch sẽ. Cũng có dụng cụ tiện ích,"Vị trí thì ok nhưng chờ thang máy cực kỳ lâu. Phòng thì tạm ổn nhưng ga giường và mền ko sạch, có mùi. Thùng rác thì dạng thùng rác tròn nhựa ko nắp nên nhìn mất vệ sinh lắm. Toilet cho đúng 1 cuộn gi",Thang máy hơi lâu  còn lại phòng rát oki,
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",9000001072888,Bi Homestay - The Song Vung Tau,Vũng Tàu,5,,6,"Được vị trí thuận tiện còn lại là không ổn 
Thang máy tòa nhà rung , không êm 
Căn hộ - nhà vệ sinh thiếu giấy , cây xịt bị hư , nước uống miễn phí không có ( ko phù hợp với chính sách ) , phòng đơn c","okay hết nha, nhưng thang máy là mệt vô cùng =))","mạng kém nhưng phòng ốc sạch sẽ ok, vẫn tạm ở mức hài lòng",
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",9000003345836,Sala Ho Tram Homestay & Villa,Vũng Tàu,8,,8,"Đưa mẹ vợ đi chơi... chọn đúng nơi nghỉ dưỡng cho mẹ mình khoái quá chừng... chị chủ dễ thương lắm, cho mình bưởi để dùng... bưởi thơm lắm, cảm ơn chị chủ nhiều❤️","Khách sạn sạch, đẹp, trồng nhiều hoa, thức ăn và cafe ngon.","Chủ homestay rất thân thiện và hiếu khách. Phòng ốc rộng rãi, sạch sẽ, không gian thoáng đãng và nhiều cây xanh, mang lại cảm giác gần gũi với thiên nhiên. Đây là địa điểm lý tưởng để nghỉ dưỡng và ch",
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",9000000134586,Mi Lan Villa Hotel,Vũng Tàu,1,,3,nhân viên lễ tân nhiệt tình thân thiện,Phòng giống ảnh nhưng ở ngoài nhỏ lắm nha. 2 người là đi qua lại thấy chật lắm. Phòng thiết kế lạ nhưng chừng 20m2 cho phòng bungalow standard. Toilet chung trong phòng tắm nên rất hẹp. Tắm sẽ đụng kh,Cách biển 2 phút chạy xe. Phòng hơi nhỏ,
bucket_2_long_context,Q060,"Nhóm gia đình cần tìm villa nguyên căn ở Bà Rịa - Vũng Tàu, có hồ bơi vô cực, dàn karaoke âm thanh tốt.",1000000567644,Pullman Vung Tau,Vũng Tàu,,3,10,"Ok. Phòng rộng rãi, đồ ăn đa dạng, hợp khẩu vị","Tôi và gia đình đã có 1 kỳ nghỉ tuyệt vời ở đây. Vị trí thuận tiện ngay gần Lotte mart, ra biển hơi xa hơn nhưng vẫn có thể đi bộ. Phòng đẹp và sạch sẽ, nhân viên thân thiện, đồ ăn không nhiều như các","Mọi thứ ở đây từ ks tới ăn uống, đều ok và tốt.",
bucket_2_long_context,Q061,"Khách sạn nào ở Hạ Long có dịch vụ đặt tàu tham quan vịnh, bữa sáng miễn phí và phòng phù hợp cho 4 người lớn.",1000001792073,Khách sạn Central Luxury Hạ Long,Hạ Long,,2,9,"Phòng nghỉ sạch sẽ, vị trí thuận lợi, lễ Tân nhiệt tình chu đáo!",trải nghiệm tuyệt vời ❤️ thanks,"Khách sạn đẹp, sạch sẽ, ăn sáng ổn với giá tiền tuy nhiên nhân viên phục vụ ăn sáng không chuyên nghiệp. Nhân viên tụ tập cười đùa thậm chí nói tục. Gọi khách hàng là ""nó"". Thật sự bất ngờ khi khách s",
bucket_2_long_context,Q061,"Khách sạn nào ở Hạ Long có dịch vụ đặt tàu tham quan vịnh, bữa sáng miễn phí và phòng phù hợp cho 4 người lớn.",3000010027851,Khách sạn The Light,Hạ Long,5,,6,"cốc và đĩa rất bẩn, chỉ có 1 loại khăn tắm to chứ ko có khăn mặt, giấy vệ sinh có dấu hiệu mốc hoặc là giấy rởm. khu vực ăn sáng rất nóng, công tác dọn dẹp cũng kém","Phục vụ chu đáo, nhiệt tình. Có hỗ trợ check in sớm free",Rộng rãi thoáng mát nv nhiệt tình,
bucket_2_long_context,Q061,"Khách sạn nào ở Hạ Long có dịch vụ đặt tàu tham quan vịnh, bữa sáng miễn phí và phòng phù hợp cho 4 người lớn.",9000001136891,The Watson Premium Halong Hotel,Hạ Long,,9,,Du lịch tháng 1 cuối năm nhiệt độ lạnh như đi nước ngoài. giá tốt,"Phòng sạch sẽ, bể bơi đẹp, nhân viên thân thiện","Vị trí: cách bãi biển (tắm được) tầm 3km. Cách chợ Cái Dăm 600m. Xung quanh tiện ích đầy đủ. Gia đinh mình ở đây 2 ngày thấy rất tuyệt
Cơ sở vật chất: 5 sao. Phòng ốc sạch sẽ, bể bơi không quá rộng nh",
bucket_2_long_context,Q061,"Khách sạn nào ở Hạ Long có dịch vụ đặt tàu tham quan vịnh, bữa sáng miễn phí và phòng phù hợp cho 4 người lớn.",1000000463947,City Bay Palace Hotel,Hạ Long,3,,4,"Nhân viên thân thiện nhiệt tình, đồ ăn không đa dạng lắm, nhân viên bếp nhiệt tình , ấn tượng phòng sạch tốt, vệ sinh ok","dịch vụ tốt, nhân viện nhiệt tình, bữa sáng ngon lần sau chắc chắn sẽ đặt lại","Khách sạn sạch, trung tâm nên đi ăn với chơi rất thích!",
